,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
134406,MA010120220804042266,제일싼집,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26410,금정구,26410520,서2동,2641011000,서동,2641011000102970508,1,대지,297,508.0,부산광역시 금정구 서동 297-508,264103130024,부산광역시 금정구 명서로,105,,2641011000102970508031424,,부산광역시 금정구 명서로 105,609832,46327,,,,129.100173543977,35.2128562536379
134413,MA010120220804046605,올-푸드,,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47218,조리 반찬류 소매업,26,부산광역시,26350,해운대구,26350570,반여1동,2635010300,반여동,2635010300116320000,1,대지,1632,,부산광역시 해운대구 반여동 1632,263503133007,부산광역시 해운대구 반여로,131,,2635010300116320000000001,아시아선수촌프레스센,부산광역시 해운대구 반여로 131,612061,48037,,,,129.123372591357,35.2034761996767
134521,MA010120220804006680,우리동네야채과일,,G2,소매,G205,식료품 소매,G20506,채소/과일 소매업,G47215,"채소, 과실 및 뿌리작물 소매업",26,부산광역시,26380,사하구,26380550,당리동,2638010200,당리동,2638010200103250017,1,대지,325,17.0,부산광역시 사하구 당리동 325-17,263802006002,부산광역시 사하구 낙동대로,401,,2638010200103250017018089,,부산광역시 사하구 낙동대로 401,604830,49411,,,,128.974225945736,35.1030900516725
134524,MA010120220804006394,배산식육점,,G2,소매,G205,식료품 소매,G20503,정육점,G47212,육류 소매업,26,부산광역시,26470,연제구,26470670,연산3동,2647010200,연산동,2647010200118360013,1,대지,1836,13.0,부산광역시 연제구 연산동 1836-13,264703129044,부산광역시 연제구 연수로,192,1.0,2647010200118360004002887,,부산광역시 연제구 연수로 192-1,611834,47613,,1,,129.091798417528,35.1738390530883
134529,MA010120220804007036,알뜰장터,,G2,소매,G205,식료품 소매,G20506,채소/과일 소매업,G47215,"채소, 과실 및 뿌리작물 소매업",26,부산광역시,26380,사하구,26380520,괴정2동,2638010100,괴정동,2638010100103190004,1,대지,319,4.0,부산광역시 사하구 괴정동 319-4,263802006002,부산광역시 사하구 낙동대로,141,,2638010100103190004001001,,부산광역시 사하구 낙동대로 141,604808,49348,,1,,129.000318788937,35.1029767247568
134531,MA010120220804007080,가을농산,,G2,소매,G205,식료품 소매,G20506,채소/과일 소매업,G47215,"채소, 과실 및 뿌리작물 소매업",26,부산광역시,26410,금정구,26410590,부곡3동,2641010900,부곡동,2641010900102180007,1,대지,218,7.0,부산광역시 금정구 부곡동 218-7,264103135058,부산광역시 금정구 기찰로,79,,2641010900102180007003086,,부산광역시 금정구 기찰로 79,609820,46266,,,,129.093416057347,35.2380298905148
134545,MA010120220803995045,케이엔케이푸드,,G2,소매,G205,식료품 소매,G20504,건어물/젓갈 소매업,G47213,건어물 및 젓갈류 소매업,26,부산광역시,26200,영도구,26200605,봉래2동,2620011900,봉래동5가,2620011900100850013,1,대지,85,13.0,부산광역시 영도구 봉래동5가 85-13,262004184367,부산광역시 영도구 하나길,729,,2620011900100850013008239,,부산광역시 영도구 하나길 729,606812,49027,,,,129.052529629878,35.093646874498
134547,MA010120220803995124,성화수산건어물,,G2,소매,G205,식료품 소매,G20504,건어물/젓갈 소매업,G47213,건어물 및 젓갈류 소매업,26,부산광역시,26710,기장군,26710250,기장읍,2671025026,기장읍,2671025026100720001,1,대지,72,1.0,부산광역시 기장군 기장읍 대라리 72-1,267104220197,부산광역시 기장군 기장읍 읍내로104번길,16,,2671025026100720001002426,기장시장,부산광역시 기장군 기장읍 읍내로104번길 16,619903,46066,,1,,129.214890760004,35.2437128640563
134559,MA010120220803991369,정관장홍삼동광점,,G2,소매,G205,식료품 소매,G20508,건강보조식품 소매업,G47217,건강 보조식품 소매업,26,부산광역시,26110,중구,26110520,동광동,2611011400,동광동4가,2611011400100010002,1,대지,1,2.0,부산광역시 중구 동광동4가 1-2,261103125010,부산광역시 중구 대청로,133,1.0,2611011400100010002005214,,부산광역시 중구 대청로 133-1,600024,48932,,,,129.034573831264,35.1030047402252
134563,MA010120220804001781,하나로푸드마켓,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47121,슈퍼마켓,26,부산광역시,26230,부산진구,26230740,개금1동,2623011100,개금동,2623011100105270220,1,대지,527,220.0,부산광역시 부산진구 개금동 527-220,262303006020,부산광역시 부산진구 엄광로,37,,2623011100105270220000002,,부산광역시 부산진구 엄광로 37,614814,47321,,,,129.020159280194,35.1486025537423
134571,MA010120220804199782,형제식육점,,G2,소매,G205,식료품 소매,G20503,정육점,G47212,육류 소매업,26,부산광역시,26470,연제구,26470620,거제2동,2647010100,거제동,2647010100110660000,1,대지,1066,,부산광역시 연제구 거제동 1066,264704211251,부산광역시 연제구 아시아드대로64번길,6,,2647010100110660000013567,,부산광역시 연제구 아시아드대로64번길 6,611807,47525,,1,,129.068193162231,35.1904187230085
134575,MA010120220804200233,해성마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26350,해운대구,26350580,반여2동,2635010300,반여동,2635010300112911105,1,대지,1291,1105.0,부산광역시 해운대구 반여동 1291-1105,263504199281,부산광역시 해운대구 해운대로61번길,96,,2635010300112911105001074,농심가,부산광역시 해운대구 해운대로61번길 96,612814,48051,,,,129.128864017214,35.1947809010842
134583,MA010120220804200213,디지푸드,,G2,소매,G205,식료품 소매,G20503,정육점,G47212,육류 소매업,26,부산광역시,26710,기장군,26710250,기장읍,2671025022,기장읍,2671025022103560002,1,대지,356,2.0,부산광역시 기장군 기장읍 교리 356-2,267103140052,부산광역시 기장군 기장읍 차성로,434,,2671025022103560002004442,,부산광역시 기장군 기장읍 차성로 434,619901,46055,,,,129.217630556653,35.2542673229524
134620,MA010120220804199387,초량떡방앗간,,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,26,부산광역시,26290,남구,26290550,대연5동,2629010600,대연동,2629010600114660011,1,대지,1466,11.0,부산광역시 남구 대연동 1466-11,262904193078,부산광역시 남구 못골번영로40번길,19,,2629010600114660011005217,,부산광역시 남구 못골번영로40번길 19,608808,48437,,,,129.090220844457,35.1387080916823
134640,MA010120220804324466,정상육,,G2,소매,G205,식료품 소매,G20503,정육점,G47212,육류 소매업,26,부산광역시,26380,사하구,26380602,다대2동,2638010600,다대동,2638010600100330002,1,대지,33,2.0,부산광역시 사하구 다대동 33-2,263803134009,부산광역시 사하구 다송로,38,,2638010600100330002004492,,부산광역시 사하구 다송로 38,604052,49518,,2,,128.982049427935,35.063986848001
134671,MA010120220804325704,다원상회,,G2,소매,G205,식료품 소매,G20506,채소/과일 소매업,G47215,"채소, 과실 및 뿌리작물 소매업",26,부산광역시,26320,북구,26320510,구포1동,2632010500,구포동,2632010500106140016,1,대지,614,16.0,부산광역시 북구 구포동 614-16,263204196034,부산광역시 북구 구포시장길,56,,2632010500106140016016226,,부산광역시 북구 구포시장길 56,616801,46583,,,,129.002941573205,35.206823156323
134700,MA010120220804331117,마마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26260,동래구,26260600,사직3동,2626010900,사직동,2626010900101310022,1,대지,131,22.0,부산광역시 동래구 사직동 131-22,262604190297,부산광역시 동래구 아시아드대로108번길,63,,2626010900101310022002292,,부산광역시 동래구 아시아드대로108번길 63,607821,47845,,1,,129.069998606423,35.1949637984701
134744,MA010120220804311597,영광축산바른고기,,G2,소매,G205,식료품 소매,G20503,정육점,G47212,육류 소매업,26,부산광역시,26290,남구,26290550,대연5동,2629010600,대연동,2629010600112830041,1,대지,1283,41.0,부산광역시 남구 대연동 1283-41,262903131008,부산광역시 남구 못골로,51,,2629010600112830041004949,대연꽃&수족관,부산광역시 남구 못골로 51,608818,48438,,1,,129.088077539556,35.1359690947965
134750,MA010120220804311896,한아름생선,,G2,소매,G205,식료품 소매,G20505,수산물 소매업,G47214,"신선, 냉동 및 기타 수산물 소매업",26,부산광역시,26260,동래구,26260550,온천1동,2626010800,온천동,2626010800101460053,1,대지,146,53.0,부산광역시 동래구 온천동 146-53,262604190397,부산광역시 동래구 온천장로125번길,41,14.0,2626010800101460053013315,,부산광역시 동래구 온천장로125번길 41-14,607831,47708,,,,129.082897977213,35.2228550882039
134752,MA010120220804330605,이안유통,,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47219,기타 식료품 소매업,26,부산광역시,26380,사하구,26380572,신평2동,2638010400,신평동,2638010400104140002,1,대지,414,2.0,부산광역시 사하구 신평동 414-2,263803134013,부산광역시 사하구 비봉로,23,,2638010400104140002008102,,부산광역시 사하구 비봉로 23,604834,49422,,2,,128.963857918229,35.0972686892649
134758,MA010120220804327052,금강산건강원,,G2,소매,G205,식료품 소매,G20508,건강보조식품 소매업,C10309,기타 과실ㆍ채소 가공 및 저장 처리업,26,부산광역시,26710,기장군,26710250,기장읍,2671025021,기장읍,2671025021101260006,1,대지,126,6.0,부산광역시 기장군 기장읍 동부리 126-6,267104220312,부산광역시 기장군 기장읍 차성로326번길,8,,2671025021101260006003482,클라라음악학원,부산광역시 기장군 기장읍 차성로326번길 8,619905,46061,,1,,129.214746615459,35.2465716324025
134797,MA010120220804230013,오양농수산물,,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47219,기타 식료품 소매업,26,부산광역시,26230,부산진구,26230510,부전1동,2623010300,부전동,2623010300105730003,1,대지,573,3.0,부산광역시 부산진구 부전동 573-3,262304187696,부산광역시 부산진구 중앙대로783번길,23,,2623010300105730021011896,부전시장,부산광역시 부산진구 중앙대로783번길 23,614848,47251,,1,,129.060933571718,35.1632515672968
134798,MA010120220804230202,장바구니,,G2,소매,G205,식료품 소매,G20506,채소/과일 소매업,G47215,"채소, 과실 및 뿌리작물 소매업",26,부산광역시,26380,사하구,26380530,괴정3동,2638010100,괴정동,2638010100110110019,1,대지,1011,19.0,부산광역시 사하구 괴정동 1011-19,263804202319,부산광역시 사하구 사하로198번길,11,,2638010100110110019023511,,부산광역시 사하구 사하로198번길 11,604811,49355,,,,128.994246199993,35.0996914724261
134799,MA010120220804230341,과일특공대마린시티,,G2,소매,G205,식료품 소매,G20506,채소/과일 소매업,G47215,"채소, 과실 및 뿌리작물 소매업",26,부산광역시,26350,해운대구,26350525,우3동,2635010500,우동,2635010500114100002,1,대지,1410,2.0,부산광역시 해운대구 우동 1410-2,263503133005,부산광역시 해운대구 마린시티3로,46,,2635010500114100002000001,우신골든메르시아,부산광역시 해운대구 마린시티3로 46,612020,48119,,1,,129.145349628068,35.1551185731719
134801,MA010120220804230396,깡통정육점,,G2,소매,G205,식료품 소매,G20503,정육점,G47212,육류 소매업,26,부산광역시,26110,중구,26110560,부평동,2611012300,부평동1가,2611012300100270001,1,대지,27,1.0,부산광역시 중구 부평동1가 27-1,261104175234,부산광역시 중구 중구로33번길,22,,2611012300100270001005482,,부산광역시 중구 중구로33번길 22,600804,48978,,,,129.026751188819,35.1010881549144
134804,MA010120220804230874,드림마트정육,,G2,소매,G205,식료품 소매,G20503,정육점,G47212,육류 소매업,26,부산광역시,26320,북구,26320510,구포1동,2632010500,구포동,2632010500107000183,1,대지,700,183.0,부산광역시 북구 구포동 700-183,263203132012,부산광역시 북구 시랑로,24,,2632010500107000183004013,,부산광역시 북구 시랑로 24,616803,46630,,,,129.003986239709,35.2033621723207
134816,MA010120220804206896,동그라미마켓문현B,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26290,남구,26290690,문현2동,2629010900,문현동,2629010900107790007,1,대지,779,7.0,부산광역시 남구 문현동 779-7,262904193348,부산광역시 남구 자유평화로59번길,27,,2629010900107790007018622,,부산광역시 남구 자유평화로59번길 27,608827,48402,,,,129.066219183944,35.14267144754
134825,MA010120220804207514,소영이네,,G2,소매,G205,식료품 소매,G20504,건어물/젓갈 소매업,G47213,건어물 및 젓갈류 소매업,26,부산광역시,26710,기장군,26710250,기장읍,2671025024,기장읍,2671025024103450001,1,대지,345,1.0,부산광역시 기장군 기장읍 죽성리 345-1,267103140049,부산광역시 기장군 기장읍 죽성로,359,,2671025024103450001010945,,부산광역시 기장군 기장읍 죽성로 359,619906,46078,,,,129.244846282603,35.2389737483257
134833,MA010120220804203172,장산정육백화점,,G2,소매,G205,식료품 소매,G20503,정육점,G47212,육류 소매업,26,부산광역시,26260,동래구,26260750,안락2동,2626010200,안락동,2626010200104710099,1,대지,471,99.0,부산광역시 동래구 안락동 471-99,262604190166,부산광역시 동래구 명장로127번길,6,,2626010200104710099020867,,부산광역시 동래구 명장로127번길 6,607826,47770,,1,,129.112839970123,35.200184269528
134859,MA010120220804201149,대우상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26530,사상구,26530580,삼락동,2653010100,삼락동,2653010100103930001,1,대지,393,1.0,부산광역시 사상구 삼락동 393-1,265304217069,부산광역시 사상구 낙동대로1338번길,46,,2653010100103930001011878,,부산광역시 사상구 낙동대로1338번길 46,617826,46910,,,,128.978863888562,35.1790228815285
134874,MA010120220804206345,대동마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47121,슈퍼마켓,26,부산광역시,26260,동래구,26260740,안락1동,2626010200,안락동,2626010200104330001,1,대지,433,1.0,부산광역시 동래구 안락동 433-1,262602006006,부산광역시 동래구 충렬대로,368,,2626010200104330001019958,롯데캐슬애브뉴,부산광역시 동래구 충렬대로 368,607829,47889,,1,,129.098240777388,35.1973790539592
134899,MA010120220804377563,다판다아이스퀸덤점,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47216,"빵류, 과자류 및 당류 소매업",26,부산광역시,26440,강서구,26440545,명지2동,2644010400,명지동,2644010400132310000,1,대지,3231,,부산광역시 강서구 명지동 3231,264403136038,부산광역시 강서구 명지오션시티10로,16,,2644010400132310000000001,영어도시퀸덤1차,부산광역시 강서구 명지오션시티10로 16,618709,46762,,지,,128.896813363694,35.0864252756143
134986,MA010120220804412293,이안과눈건강식품,,G2,소매,G205,식료품 소매,G20508,건강보조식품 소매업,G47217,건강 보조식품 소매업,26,부산광역시,26470,연제구,26470690,연산5동,2647010200,연산동,2647010200111240011,1,대지,1124,11.0,부산광역시 연제구 연산동 1124-11,264702000010,부산광역시 연제구 중앙대로,1129,,2647010200111240011018348,,부산광역시 연제구 중앙대로 1129,611831,47524,,,,129.080563765474,35.1884521225887
134994,MA010120220804434791,예가반찬,,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47218,조리 반찬류 소매업,26,부산광역시,26260,동래구,26260550,온천1동,2626010800,온천동,2626010800101890082,1,대지,189,82.0,부산광역시 동래구 온천동 189-82,262604190008,부산광역시 동래구 금강로106번길,35,,2626010800101890020012892,,부산광역시 동래구 금강로106번길 35,607833,47712,,1,,129.081180455663,35.2184176181604
135001,MA010120220804440019,자갈치생선가게,,G2,소매,G205,식료품 소매,G20505,수산물 소매업,G47214,"신선, 냉동 및 기타 수산물 소매업",26,부산광역시,26140,서구,26140650,남부민1동,2614012300,남부민동,2614012300106910003,1,대지,691,3.0,부산광역시 서구 남부민동 691-3,261402126001,부산광역시 서구 충무대로,202,,2614012300106910003017147,부산공동어시장,부산광역시 서구 충무대로 202,602740,49255,,,,129.026391891385,35.0899227957965
135046,MA010120220804414475,서원유통탑마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47121,슈퍼마켓,26,부산광역시,26380,사하구,26380601,다대1동,2638010600,다대동,2638010600109430008,1,대지,943,8.0,부산광역시 사하구 다대동 943-8,263804202212,부산광역시 사하구 다대로554번길,7,,2638010600109430008009882,,부산광역시 사하구 다대로554번길 7,604823,49494,,,,128.970344812986,35.0569328272865
135050,MA010120220804428474,열매보자기,,G2,소매,G205,식료품 소매,G20506,채소/과일 소매업,G47215,"채소, 과실 및 뿌리작물 소매업",26,부산광역시,26290,남구,26290710,문현4동,2629010900,문현동,2629010900102530027,1,대지,253,27.0,부산광역시 남구 문현동 253-27,262903131037,부산광역시 남구 수영로,58,8.0,2629010900102530027000001,,부산광역시 남구 수영로 58-8,608828,48457,,1,,129.073532381218,35.1355038973917
135119,MA010120220804426026,위드점핑다이어트,,G2,소매,G205,식료품 소매,G20508,건강보조식품 소매업,G47217,건강 보조식품 소매업,26,부산광역시,26710,기장군,26710259,일광읍,2671025921,일광읍,2671025921108300005,1,대지,830,5.0,부산광역시 기장군 일광읍 삼성리 830-5,267103352380,부산광역시 기장군 일광읍 해빛6로,99,,2671031021108300004000001,,부산광역시 기장군 일광읍 해빛6로 99,619912,46048,,,,129.226934295256,35.2656927221635
135147,MA010120220804439122,미드미도깨비장터,,G2,소매,G205,식료품 소매,G20506,채소/과일 소매업,G47215,"채소, 과실 및 뿌리작물 소매업",26,부산광역시,26350,해운대구,26350525,우3동,2635010500,우동,2635010500113880004,1,대지,1388,4.0,부산광역시 해운대구 우동 1388-4,263503133043,부산광역시 해운대구 해운대해변로,117,,2635010500113880004003255,대우마리나1차아파트,부산광역시 해운대구 해운대해변로 117,612020,48091,,,,129.145381007959,35.1597063181776
135148,MA010120220804439144,일번지회센타,,G2,소매,G205,식료품 소매,G20505,수산물 소매업,G47214,"신선, 냉동 및 기타 수산물 소매업",26,부산광역시,26710,기장군,26710256,정관읍,2671025622,정관읍,2671025622107190001,1,대지,719,1.0,부산광역시 기장군 정관읍 매학리 719-1,267103140044,부산광역시 기장군 정관읍 정관6로,5,20.0,2671032022107190001000001,미래안전통상가,부산광역시 기장군 정관읍 정관6로 5-20,619963,46017,,1,,129.175380183702,35.3205025110309
135166,MA010120220804439874,새부산상회,,G2,소매,G205,식료품 소매,G20505,수산물 소매업,G47214,"신선, 냉동 및 기타 수산물 소매업",26,부산광역시,26500,수영구,26500800,민락동,2650010300,민락동,2650010300101100048,1,대지,110,48.0,부산광역시 수영구 민락동 110-48,265003138016,부산광역시 수영구 민락수변로,105,,2650010300101100048002259,바다산책프라자,부산광역시 수영구 민락수변로 105,613827,48280,,,,129.132097216871,35.1547473694138
135196,MA010120220804431670,가야두배로축산,,G2,소매,G205,식료품 소매,G20503,정육점,G47212,육류 소매업,26,부산광역시,26230,부산진구,26230710,가야1동,2623011000,가야동,2623011000103790003,1,대지,379,3.0,부산광역시 부산진구 가야동 379-3,262303129008,부산광역시 부산진구 대학로,3,,2623011000103790003013605,세화빌딩,부산광역시 부산진구 대학로 3,614805,47331,,1,,129.038046101018,35.1545080134011
135274,MA010120220804438759,케이마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47121,슈퍼마켓,26,부산광역시,26410,금정구,26410690,구서2동,2641010700,구서동,2641010700102030005,1,대지,203,5.0,부산광역시 금정구 구서동 203-5,264104205021,부산광역시 금정구 구서중앙로15번길,20,,2641010700102030005031765,금정산온천레포츠,부산광역시 금정구 구서중앙로15번길 20,609804,46230,,,,129.089079645493,35.2538881457081
135277,MA010120220804411974,아이스나라,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47216,"빵류, 과자류 및 당류 소매업",26,부산광역시,26530,사상구,26530660,주례2동,2653010600,주례동,2653010600102390000,1,대지,239,,부산광역시 사상구 주례동 239,265302006008,부산광역시 사상구 백양대로,372,15.0,2653010600102390000003911,주례한일유앤아이아파트,부산광역시 사상구 백양대로 372-15,617791,46997,,1,,129.010170538882,35.1546715227797
135298,MA010120220804408742,백그릭요거트,,G2,소매,G206,음료 소매,G20603,생수/음료 소매업,G47221,음료 소매업,26,부산광역시,26350,해운대구,26350510,우1동,2635010500,우동,2635010500105480017,1,대지,548,17.0,부산광역시 해운대구 우동 548-17,263503132002,부산광역시 해운대구 구남로,10,,2635010500105480017005761,,부산광역시 해운대구 구남로 10,612819,48094,,2,,129.159265998632,35.1628282350012
135324,MA010120220804390460,전포두배로마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47121,슈퍼마켓,26,부산광역시,26230,부산진구,26230610,전포2동,2623010200,전포동,2623010200106600005,1,대지,660,5.0,부산광역시 부산진구 전포동 660-5,262303129010,부산광역시 부산진구 동천로,112,,2623010200206600005000001,,부산광역시 부산진구 동천로 112,614865,47247,,,,129.062596560036,35.1586128540268
135337,MA010120220804390599,농협유통하나로마트부전점,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47121,슈퍼마켓,26,부산광역시,26230,부산진구,26230510,부전1동,2623010300,부전동,2623010300100530000,1,대지,53,,부산광역시 부산진구 부전동 53,262304187696,부산광역시 부산진구 중앙대로783번길,14,,2623010300100530000006777,,부산광역시 부산진구 중앙대로783번길 14,614704,47250,,,,129.062211588958,35.1627716448332
135350,MA010120220804391004,케이리더스,,G2,소매,G205,식료품 소매,G20508,건강보조식품 소매업,G47217,건강 보조식품 소매업,26,부산광역시,26710,기장군,26710330,철마면,2671033031,철마면,2671033031109540005,1,대지,954,5.0,부산광역시 기장군 철마면 임기리 954-5,267104220007,부산광역시 기장군 철마면 강변길,89,,2671033031109540005000001,,부산광역시 기장군 철마면 강변길 89,619873,46002,,,,129.114441258691,35.3124264632467
135354,MA010120220804401914,블루웨이마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47221,음료 소매업,26,부산광역시,26260,동래구,26260580,사직1동,2626010900,사직동,2626010900100930006,1,대지,93,6.0,부산광역시 동래구 사직동 93-6,262603130010,부산광역시 동래구 사직북로,4,,2626010900100930006008099,사직동자이언츠파크,부산광역시 동래구 사직북로 4,607817,47866,,7,,129.061384849855,35.1962835154483
135369,MA010120220804406900,장르는건어물온천장역,,G2,소매,G205,식료품 소매,G20504,건어물/젓갈 소매업,G47213,건어물 및 젓갈류 소매업,26,부산광역시,26410,금정구,26410591,부곡4동,2641010900,부곡동,2641010900108730003,1,대지,873,3.0,부산광역시 금정구 부곡동 873-3,264103135044,부산광역시 금정구 오시게로,18,,2641010900108730003028795,,부산광역시 금정구 오시게로 18,609824,46311,,1,,129.086330421203,35.2191286750996
135386,MA010120220804393721,더드림건어물,,G2,소매,G205,식료품 소매,G20504,건어물/젓갈 소매업,G47213,건어물 및 젓갈류 소매업,26,부산광역시,26230,부산진구,26230510,부전1동,2623010300,부전동,2623010300103410046,1,대지,341,46.0,부산광역시 부산진구 부전동 341-46,262304187390,부산광역시 부산진구 부전로174번길,31,,2623010300103410046044189,,부산광역시 부산진구 부전로174번길 31,614843,47251,,1,,129.060850866982,35.1619542879705
135406,MA010120220804407718,정관장범일점,,G2,소매,G205,식료품 소매,G20508,건강보조식품 소매업,G47217,건강 보조식품 소매업,26,부산광역시,26170,동구,26170660,범일2동,2617010400,범일동,2617010400108320006,1,대지,832,6.0,부산광역시 동구 범일동 832-6,261703127051,부산광역시 동구 범일로,94,1.0,2617010400108320006015793,,부산광역시 동구 범일로 94-1,601808,48744,,,,129.059646009605,35.1384474814975
135464,MA010120220804380483,아이스스토리,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47216,"빵류, 과자류 및 당류 소매업",26,부산광역시,26410,금정구,26410600,장전1동,2641010800,장전동,2641010800103890021,1,대지,389,21.0,부산광역시 금정구 장전동 389-21,264103130022,부산광역시 금정구 금강로,282,,2641010800103890021008653,,부산광역시 금정구 금강로 282,609838,46285,,1,,129.085715355023,35.2331506471488
135498,MA010120220804376599,석가명차,,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47219,기타 식료품 소매업,26,부산광역시,26320,북구,26320520,구포2동,2632010500,구포동,2632010500110040019,1,대지,1004,19.0,부산광역시 북구 구포동 1004-19,263202006008,부산광역시 북구 백양대로,1105,,2632010500110040019000513,,부산광역시 북구 백양대로 1105,616802,46588,,1,,128.999758479018,35.2033881389977
135546,MA010120220804333866,삼정농산,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26140,서구,26140640,충무동,2614012000,충무동1가,2614012000100340002,1,대지,34,2.0,부산광역시 서구 충무동1가 34-2,261404178351,부산광역시 서구 충무대로276번길,14,,2614012000100340002013709,,부산광역시 서구 충무대로276번길 14,602011,49254,,1,,129.025061406256,35.0949007923958
135557,MA010120220804334867,동래맛식품,,G2,소매,G205,식료품 소매,G20504,건어물/젓갈 소매업,G47213,건어물 및 젓갈류 소매업,26,부산광역시,26260,동래구,26260510,수민동,2626010600,수안동,2626010600103250004,1,대지,325,4.0,부산광역시 동래구 수안동 325-4,262604190132,부산광역시 동래구 명륜로98번길,78,,2626010600103250004017202,,부산광역시 동래구 명륜로98번길 78,607824,47813,,,,129.087645290784,35.2015940070548
135560,MA010120220804339125,디오니스토어,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47221,음료 소매업,26,부산광역시,26350,해운대구,26350530,중1동,2635010600,중동,2635010600111240006,1,대지,1124,6.0,부산광역시 해운대구 중동 1124-6,263504199300,부산광역시 해운대구 해운대해변로298번길,25,,2635010600111240008001844,영무파라드호텔,부산광역시 해운대구 해운대해변로298번길 25,612847,48099,,,,129.166505109371,35.1609199284131
135583,MA010120220804340653,혜인상회,,G2,소매,G205,식료품 소매,G20506,채소/과일 소매업,G47215,"채소, 과실 및 뿌리작물 소매업",26,부산광역시,26350,해운대구,26350551,좌1동,2635010700,좌동,2635010700108920000,1,대지,892,,부산광역시 해운대구 좌동 892,263504199214,부산광역시 해운대구 좌동로91번길,20,,2635010700108920000000001,,부산광역시 해운대구 좌동로91번길 20,612835,48079,,,,129.174494462298,35.1730474062495
135635,MA010120220804531733,소반,,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47218,조리 반찬류 소매업,26,부산광역시,26260,동래구,26260750,안락2동,2626010200,안락동,2626010200104630011,1,대지,463,11.0,부산광역시 동래구 안락동 463-11,262604190145,부산광역시 동래구 명안로18번길,104,,2626010200104630011020948,,부산광역시 동래구 명안로18번길 104,607826,47793,,1,,129.110036321893,35.1975148737901
135693,MA010120220804589107,대도,,G2,소매,G205,식료품 소매,G20506,채소/과일 소매업,G47215,"채소, 과실 및 뿌리작물 소매업",26,부산광역시,26410,금정구,26410555,금사회동동,2641011100,금사동,2641011100103830001,1,대지,383,1.0,부산광역시 금정구 금사동 383-1,264103135010,부산광역시 금정구 금사로,95,,2641011100103830001020106,,부산광역시 금정구 금사로 95,609808,46264,,,,129.112268053276,35.221056453627
135824,MA010120220804611326,차오름,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47216,"빵류, 과자류 및 당류 소매업",26,부산광역시,26500,수영구,26500800,민락동,2650010300,민락동,2650010300100560001,1,대지,56,1.0,부산광역시 수영구 민락동 56-1,265003138015,부산광역시 수영구 민락본동로,28,11.0,2650010300100560001009375,,부산광역시 수영구 민락본동로 28-11,613827,48289,,1,,129.128772882981,35.1596007978105
135839,MA010120220804612286,더찬,,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47218,조리 반찬류 소매업,26,부산광역시,26260,동래구,26260560,온천2동,2626010800,온천동,2626010800103970032,1,대지,397,32.0,부산광역시 동래구 온천동 397-32,262603130022,부산광역시 동래구 금강로,19,,2626010800103970032002544,금정음악학원,부산광역시 동래구 금강로 19,607838,47720,,1,,129.073133959637,35.212936696332
